Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms,Vehicle_Mass
1211.5,61.06,229.153,-196,9.999747,0,3,0,0,1.5,38
1181,87.99,0,-168,9.999747,0,3,0,0,-3.4,49
1689,60.68,967.8515,-224,9.999747,0,3,0,0,1.7,38
1043.5,54.29,2019.5,-140,9.999747,0,3,0,0,1.9,49
1162,61.95,182.8074,-196,9.999747,0,3,0,0,1.7,38
1085.5,47.03,2635.5,-112,9.999747,0,3,0,0,4,49
1098.5,56.79,2271.5,-168,9.999747,0,3,0,0,2.3,38
899,67.03,2436,-140,9.999747,0,3,0,0,1,38
1104,68.63,0,-196,9.999747,0,3,0,0,-0.6,38
941,70.27,975.9607,-168,9.999747,0,3,0,0,-0.4,38
1056.5,77.41,0,-140,9.999747,0,3,0,0,-4.4,49
1232,52.24,2632,-140,9.999747,0,3,0,0,1.9,49
906.5,67.2,0,-140,9.999747,0,3,0,0,-4.8,49
1157.5,71.64,1738.932,-168,9.999747,0,3,0,0,1.7,38
1148,73.03,0,-196,9.999747,0,3,0,0,0.102669976,38
990.5,74.25,0,-168,9.999747,0,3,0,0,-0.8,38
1275,53.65,2632,-140,9.999747,0,3,0,0,-0.4,49
1151.5,50.92,45.46461,-168,9.999747,0,3,0,0,3.8,49
1308.5,81.07,0,-196,9.999747,0,3,0,0,-3.1,38
887.5,66.76,2248.59,-140,9.999747,0,3,0,0,1.5,38
1217,75.07,0,-196,9.999747,0,3,0,0,-1.9,38
1244,76.97,0,-196,9.999747,0,3,0,0,-1,38
934.5,69.63,1487.5,-168,9.999747,0,3,0,0,0.4,38
1195.5,61.66,2579.5,-168,9.999747,0,3,0,0,2.9,38
1333,47.18,2548,-140,9.999747,0,3,0,0,4.2,49
1029,53.19,1627.5,-140,9.999747,0,3,0,0,1.7,49
896.5,66.95,1347.5,-168,9.999747,0,3,0,0,0.6,38
898,66.93,2411.5,-140,9.999747,0,3,0,0,0.6,38
896,67.72,0,-140,9.999747,0,3,0,0,-4.8,49
861.5,63.36,1048.135,-112,9.999747,0,3,0,0,-2.7,49
908.5,68.47,1739.5,-168,9.999747,0,3,0,0,1.5,38
1334,47.37,2520,-140,9.999747,0,3,0,0,4.2,49
1248.5,77.16,0,-196,9.999747,0,3,0,0,-1,38
881,65.7,1039.5,-140,9.999747,0,3,0,0,-0.6,38
1088,67.7,337.2235,-169.1382,9.999747,0,3,0,0,-0.6,38
1147.5,70.83,2467.5,-168,9.999747,0,3,0,0,2.5,38
947.5,70.55,564.6791,-168,9.999747,0,3,0,0,-0.4,38
1028,53.66,1207.5,-140,9.999747,0,3,0,0,0.6,49
1159,41.39,2632,-112,9.999747,0,3,0,0,4.8,49
1703.5,60.97,887.0382,-252,9.999747,0,3,0,0,1.7,38
1154,71.56,2075.5,-140,9.999747,0,3,0,0,2.5,38
720.5,61.79,397.1547,-140,9.999747,0,3,0,0,2.7,38
1168,60.3,2288.783,-168,9.999747,0,3,0,0,1.5,38
1309,46.29,2632,-140,9.999747,0,3,0,0,4.2,49
1164,61.3,704.1838,-168,9.999747,0,3,0,0,1.5,38
881,65.83,311.5,-168,9.999747,0,3,0,0,-0.8,38
899.5,66.9,955.5,-168,9.999747,0,3,0,0,-0.2,38
1197.5,88.93,0,-168,9.999747,0,3,0,0,-2.5,49
933,69.52,1543.5,-168,9.999747,0,3,0,0,0.4,38
1134,48.61,2632,-112,9.999747,0,3,0,0,2.9,49
1201,62.49,1647.001,-196,9.999747,0,3,0,0,1.7,38
1226.5,75.57,0,-196,9.999747,0,3,0,0,-2.7,38
1185.5,88.65,0,-168,9.999747,0,3,0,0,-1.3,49
1144,40.86,2632,-112,9.999747,0,3,0,0,4.2,49
1289,53.69,2632,-140,9.999747,0,3,0,0,-0.6,49
1169.5,41.47,2632,-112,9.999747,0,3,0,0,4.2,49
1121.5,58.28,899.5,-140,9.999747,0,3,0,0,0.6,49
886,65.53,1110.429,-140,9.999747,0,3,0,0,0.6,38
1163,71.89,2103.5,-168,9.999747,0,3,0,0,1.7,38
1012,75.36,0,-168,9.999747,0,3,0,0,-0.8,38
904,66.93,1263.5,-140,9.999747,0,3,0,0,-0.2,38
1226,75.72,0,-196,9.999747,0,3,0,0,-1.9,38
1146,41.08,2632,-112,9.999747,0,3,0,0,4.2,49
1071,81.78,0,-168,9.999747,0,3,0,0,2.7,49
1246.5,43.89,811.1472,-153.7824,9.999747,0,3,0,0,4.2,49
1059.5,54.23,2632,-168,9.999747,0,3,0,0,1.7,38
1209.5,62.72,2579.5,-168,9.999747,0,3,0,0,3.4,38
1184,87.19,0,-168,9.999747,0,3,0,0,-3.4,49
1105,57.29,2045.647,-168,9.999747,0,3,0,0,2.1,38
1150.5,41.2,2632,-112,9.999747,0,3,0,0,4.2,49
1158.5,41.45,2632,-112,9.999747,0,3,0,0,4.8,49
1084,55.94,2271.5,-168,9.999747,0,3,0,0,2.3,38
898.5,67.39,759.5,-168,9.999747,0,3,0,0,-0.2,38
1021.5,63.65,1956.853,-140,9.999747,0,3,0,0,2.3,49
1092,56.86,759.5,-140,9.999747,0,3,0,0,0.2,49
1152,71.39,1599.5,-168,9.999747,0,3,0,0,1.3,38
1121,69.18,224.2742,-196,9.999747,0,3,0,0,0.8,38
882.5,65.9,451.5,-168,9.999747,0,3,0,0,-0.8,38
983.5,51.19,2467.5,-112,9.999747,0,3,0,0,2.9,49
883,65.87,255.5,-168,9.999747,0,3,0,0,-0.8,38
1247,77.17,0,-196,9.999747,0,3,0,0,-1,38
1309,80.55,0,-196,9.999747,0,3,0,0,-2.7,38
1315.5,56.37,1663.587,-196,9.999747,0,3,0,0,2.1,38
1160.5,85.76,0,-168,9.999747,0,3,0,0,-4,49
999,52.22,1795.5,-140,9.999747,0,3,0,0,0.6,49
1061,65.39,1601.331,-168,9.999747,0,3,0,0,1.9,38
984.5,74.15,0,-168,9.999747,0,3,0,0,-0.4,38
1187,73.93,535.5,-196,9.999747,0,3,0,0,0.2,38
1104.5,81.82,0,-168,9.999747,0,3,0,0,-4,49
1138.5,70.45,2411.5,-168,9.999747,0,3,0,0,2.3,38
900.5,67.38,1067.5,-168,9.999747,0,3,0,0,-0.2,38
1364,69.8,2409.546,-196,9.999747,0,3,0,0,0.4,38
1180,60.53,2299.5,-168,9.999747,0,3,0,0,1.5,38
1154.5,41.37,2632,-112,9.999747,0,3,0,0,4.8,49
952,48.78,1907.5,-168,9.999747,0,3,0,0,1.3,38
1156.5,71.88,784.1108,-196,9.999747,0,3,0,0,0.2,38
851.5,63.04,257.6847,-112,9.999747,0,3,0,0,-2.7,49
1148.5,71.11,2075.5,-168,9.999747,0,3,0,0,1.905462573,38
1204.5,74.27,0,-196,9.999747,0,3,0,0,-1.9,38
1171.5,42,2632,-112,9.999747,0,3,0,0,4.8,49
1143.5,57.99,2604,-168,9.999747,0,3,0,0,-0.2,38
897,67.28,1179.5,-168,9.999747,0,3,0,0,0.4,38
877,65.5,1935.5,-140,9.999747,0,3,0,0,1,38
1215,62.25,2579.5,-168,9.999747,0,3,0,0,1.7,38
914.5,67.46,0,-140,9.999747,0,3,0,0,-4.8,49
922.5,68.77,823.2437,-168,9.999747,0,3,0,0,-0.4,38
1154,71.43,2187.5,-168,9.999747,0,3,0,0,1.7,38
1146.5,41.05,2632,-112,9.999747,0,3,0,0,4.2,49
880,65.54,1987.616,-140,9.999747,0,3,0,0,1,38
897,66.76,477.0256,-168,9.999747,0,3,0,0,-0.6,38
943,46.11,369.4987,-112,9.999747,0,3,0,0,4,49
1063,65.93,876.91,-196,9.999747,0,3,0,0,0.6,38
1180.5,72.89,1336.734,-168,9.999747,0,3,0,0,0.6,38
899,66.65,2411.117,-140,9.999747,0,3,0,0,0.6,38
1160.5,71.66,1683.5,-168,9.999747,0,3,0,0,1.5,38
1175,60.63,2579.5,-168,9.999747,0,3,0,0,2.7,38
873.5,65.32,1571.5,-140,9.999747,0,3,0,0,1,38
859,64.52,2240,-140,9.999747,0,3,0,0,1.5,38
1191.5,73.59,0,-196,9.999747,0,3,0,0,-1.7,38
899.5,67.09,0,-140,9.999747,0,3,0,0,-4.8,49
1088,54.39,661.7733,-140,9.999747,0,3,0,0,1.9,49
1168.5,72.07,2019.5,-168,9.999747,0,3,0,0,1.3,38
892,66.56,389.4797,-168,9.999747,0,3,0,0,-1.3,38
1688.5,61.3,341.9616,-252,9.999747,0,3,0,0,1.7,38
1240,52.75,2632,-140,9.999747,0,3,0,0,2.7,49
880.5,65.88,2350.546,-140,9.999747,0,3,0,0,1.5,38
1292.5,65.54,2607.5,-196,9.999747,0,3,0,0,-0.2,38
1112.5,57.19,1922.931,-140,9.999747,0,3,0,0,2.1,49
1274,45.06,2632,-140,9.999747,0,3,0,0,4.2,49
1153,71.49,1767.5,-168,9.999747,0,3,0,0,1.897977398,38
1153.5,71.31,2299.5,-168,9.999747,0,3,0,0,1.7,38
1178.5,72.9,1319.5,-168,9.999747,0,3,0,0,0.6,38
1286,45.06,2632,-140,9.999747,0,3,0,0,3.8,49
1170,72.17,1991.5,-168,9.999747,0,3,0,0,1.5,38
1244,77.19,0,-196,9.999747,0,3,0,0,-1,38
971.5,72.23,0,-140,9.999747,0,3,0,0,-0.8,49
882.5,65.86,255.5,-168,9.999747,0,3,0,0,-0.8,38
1008,51.75,619.1951,-140,9.999747,0,3,0,0,0,49
1149.5,71.14,2215.5,-168,9.999747,0,3,0,0,1.7,38
1131,47.97,1967.529,-140,9.999747,0,3,0,0,1.7,49
1200.5,74.05,0,-196,9.999747,0,3,0,0,-1.9,38
935.5,69.6,1532.986,-168,9.999747,0,3,0,0,0.4,38
1165.5,41.8,2632,-112,9.999747,0,3,0,0,4.8,49
1135,48.74,2632,-112,9.999747,0,3,0,0,3.8,49
1202,42.32,2607.5,-112,9.999747,0,3,0,0,3.8,49
1158.5,71.52,2075.807,-168,9.999747,0,3,0,0,2.5,38
1313.5,80.92,0,-196,9.999747,0,3,0,0,-2.7,38
1071,81.35,0,-160.1024,9.999747,0,3,0,0,2.7,49
1148,71.1,2103.5,-168,9.999747,0,3,0,0,1.7,38
910.5,67.39,1067.5,-168,9.999747,0,3,0,0,-0.2,38
917.5,68.55,1543.5,-140,9.999747,0,3,0,0,0.6,38
1214.5,74.91,0,-196,9.999747,0,3,0,0,-1.9,38
1310.5,38.5,2632.361,-140,9.999747,0,3,0,0,4.8,49
1182.5,60.96,2579.5,-168,9.999747,0,3,0,0,1.7,38
1267,77.96,0,-196,9.999747,0,3,0,0,-2.7,38
968.5,73.06,0,-168,9.999747,0,3,0,0,-0.8,38
1170,41.85,2632,-112,9.999747,0,3,0,0,4.8,49
964.5,49.36,2047.5,-168,9.999747,0,3,0,0,1.3,38
1209,62.76,2579.5,-168,9.999747,0,3,0,0,3.4,38
1265.5,44.75,2632,-140,9.999747,0,3,0,0,4.2,49
1181.5,73.47,535.5,-196,9.999747,0,3,0,0,0.2,38
918,68.48,1599.5,-140,9.999747,0,3,0,0,0.6,38
1207.5,43.06,2607.5,-140,9.999747,0,3,0,0,4.8,49
957,70.09,0,-140,9.999747,0,3,0,0,-2.7,49
1192.5,42.66,2607.5,-140,9.999747,0,3,0,0,5,49
1042,63.68,2517.525,-145.9748,9.999747,0,3,0,0,2.7,38
891,66.72,1179.5,-140,9.999747,0,3,0,0,-0.2,38
1218.5,75.37,0,-196,9.999747,0,3,0,0,-1.9,38
1216,42.96,2607.5,-112,9.999747,0,3,0,0,4.2,49
892,66.5,535.5,-168,9.999747,0,3,0,0,-0.6,38
1153,71.13,1933.995,-168,9.999747,0,3,0,0,1.7,38
1152,71.16,2215.5,-168,9.999747,0,3,0,0,1.7,38
1185,61.63,2615.165,-168,9.999747,0,3,0,0,3.4,38
1022,53.56,1235.5,-140,9.999747,0,3,0,0,0.6,49
982,51.13,2540.953,-112,9.999747,0,3,0,0,2.9,49
1053,46.53,349.1384,-112,9.999747,0,3,0,0,4.2,49
916.5,68.4,1599.5,-140,9.999747,0,3,0,0,0.6,38
1150,49.79,2632,-112,9.999747,0,3,0,0,4.6,49
1182,72.93,675.5,-168,9.999747,0,3,0,0,-1,38
1156.5,71.59,1093.401,-196,9.999747,0,3,0,0,0.6,38
1157.5,71.65,1739.5,-168,9.999747,0,3,0,0,1.5,38
1165.5,72.36,619.5,-196,9.999747,0,3,0,0,0.2,38
1157,41.36,2632,-112,9.999747,0,3,0,0,4.8,49
1163,72.08,1711.5,-168,9.999747,0,3,0,0,1.7,38
1157.5,71.48,2152.647,-168,9.999747,0,3,0,0,1.7,38
871.5,49.61,0,-112,9.999747,0,3,0,0,2.9,49
1191,73.57,0,-196,9.999747,0,3,0,0,-1,38
1079.5,56.31,759.5,-140,9.999747,0,3,0,0,0.2,49
1540,67.23,32.92063,-224,9.999747,0,3,0,0,1.3,38
1066.5,55.48,843.5,-140,9.999747,0,3,0,0,0.2,49
1141,70.36,2439.5,-168,9.999747,0,3,0,0,2.3,38
1158.5,71.77,1683.5,-168,9.999747,0,3,0,0,1.5,38
1207,43.01,2607.5,-112,9.999747,0,3,0,0,4.2,49
892.5,66.49,507.5,-168,9.999747,0,3,0,0,0.4,38
960.5,70.82,0,-140,9.999747,0,3,0,0,-4.6,49
1116,40.66,1595.042,-112,9.999747,0,3,0,0,4.8,49
885.5,66.1,871.5,-140,9.999747,0,3,0,0,-0.6,38
1291.5,79.37,0,-196,9.999747,0,3,0,0,-2.7,38
916.5,68.25,1655.5,-140,9.999747,0,3,0,0,0.6,38
933,69.36,1599.5,-168,9.999747,0,3,0,0,0.4,38
897,67.85,1073.422,-168,9.999747,0,3,0,0,0.642297192,38
1166,41.68,2632,-112,9.999747,0,3,0,0,4.8,49
1193,61.82,2579.5,-168,9.999747,0,3,0,0,2.9,38
1173,72.37,1767.5,-168,9.999747,0,3,0,0,1.5,38
1152.5,71.23,2187.5,-168,9.999747,0,3,0,0,1.9,38
911,67.41,1067.5,-168,9.999747,0,3,0,0,-0.2,38
1016.5,52.81,1431.5,-140,9.999747,0,3,0,0,1.7,49
1243.5,63.69,2604,-168,9.999747,0,3,0,0,1.7,38
1428,62.24,377.5097,-196,9.999747,0,3,0,0,1.7,38
1177,50.97,2551.5,-140,9.999747,0,3,0,0,4.6,49
894,67.08,1219.178,-140,9.999747,0,3,0,0,0.8,38
1265,65.61,0,-168,9.999747,0,3,0,0,-3.8,49
1200.5,62.5,1609.249,-196,9.999747,0,3,0,0,1.7,38
1177,72.64,1739.5,-168,9.999747,0,3,0,0,1,38
1159.5,49.37,2632,-112,9.999747,0,3,0,0,3.1,49
871.5,62.58,500.9079,-168,9.999747,0,3,0,0,2.7,38
906,67.61,1767.5,-140,9.999747,0,3,0,0,0.6,38
1043.5,54.23,1375.5,-140,9.999747,0,3,0,0,1.3,49
1191,43.04,2607.5,-140,9.999747,0,3,0,0,5,49
890.5,66.67,2302.878,-140,9.999747,0,3,0,0,1.5,38
1132.5,49.05,2632,-112,9.999747,0,3,0,0,4.6,49
1132.5,48.68,2632,-112,9.999747,0,3,0,0,3.8,49
844.5,63.23,2186.775,-140,9.999747,0,3,0,0,2.7,38
1170.5,72.21,1963.5,-168,9.999747,0,3,0,0,1.5,38
1069,65.86,1222.432,-168,9.999747,0,3,0,0,1,38
1173,72.4,1879.5,-168,9.999747,0,3,0,0,1.3,38
1153,71.23,2187.5,-168,9.999747,0,3,0,0,1.9,38
1245.5,44.13,2632,-140,9.999747,0,3,0,0,4.8,49
1530.5,65.52,0,-224,9.999747,0,3,0,0,1.3,38
887,66.29,1879.5,-168,9.999747,0,3,0,0,0.6,38
912.5,68.02,1729.64,-140,9.999747,0,3,0,0,0.6,38
1131.5,47.87,2632,-112,9.999747,0,3,0,0,1.7,49
1287.5,65.88,0,-168,9.999747,0,3,0,0,-4,49
1250,53.44,2536.495,-140,9.999747,0,3,0,0,-0.4,49
1303.5,80.1,0,-196,9.999747,0,3,0,0,-2.9,38
906.5,67.5,2261.756,-140,9.999747,0,3,0,0,0.6,38
1206,62.64,2579.5,-168,9.999747,0,3,0,0,3.1,38
1156.5,71.56,1459.5,-168,9.999747,0,3,0,0,1.3,38
891.5,66.15,2019.5,-140,9.999747,0,3,0,0,1,38
1158.5,71.57,1767.5,-168,9.999747,0,3,0,0,1.5,38
1176.5,72.83,787.5,-168,9.999747,0,3,0,0,-1,38
909.5,67.54,1067.5,-168,9.999747,0,3,0,0,-0.2,38
1195.5,88.93,0,-168,9.999747,0,3,0,0,-2.5,49
1118,48.15,2634.397,-112,9.999747,0,3,0,0,4.2,49
1158,71.57,2103.5,-168,9.999747,0,3,0,0,1.7,38
907.5,67.48,1508.689,-168,9.999747,0,3,0,0,0.6,38
1226,62.62,0,-168,9.999747,0,3,0,0,-3.8,49
1161.5,59.76,2604,-168,9.999747,0,3,0,0,2.7,38
1246,76.97,0,-196,9.999747,0,3,0,0,-1,38
1150,71.21,1806.854,-168,9.999747,0,3,0,0,1.7,38
1695,60.7,1207.5,-224,9.999747,0,3,0,0,1.7,38
1063.5,65.28,1733.53,-168,9.999747,0,3,0,0,1.9,38
1092,55.82,2607.5,-168,9.999747,0,3,0,0,1.7,38
1165,71.78,2187.5,-168,9.999747,0,3,0,0,1.7,38
897.5,67.04,2411.5,-140,9.999747,0,3,0,0,1.3,38
1161,71.83,1289.628,-168,9.999747,0,3,0,0,1.3,38
914.5,68.14,1571.5,-140,9.999747,0,3,0,0,0.6,38
1154.5,71.48,1739.5,-168,9.999747,0,3,0,0,1.5,38
912,68.15,1902.9,-140,9.999747,0,3,0,0,1.5,38
1081.5,67.15,572.8788,-168,9.999747,0,3,0,0,-0.200973929,38
1183.5,73.18,451.5,-168.8176,9.999747,0,3,0,0,-1,38
1165.5,71.98,2075.5,-168,9.999747,0,3,0,0,1.3,38
1243.5,77.1,0,-196,9.999747,0,3,0,0,-1,38
1105.5,81.78,0,-168,9.999747,0,3,0,0,-4,49
914,67.58,843.5,-168,9.999747,0,3,0,0,-0.2,38
1206,52.67,2309.088,-140,9.999747,0,3,0,0,4.6,49
1261,64.65,2604,-196,9.999747,0,3,0,0,1.7,38
1248.5,76.69,0,-196,9.999747,0,3,0,0,-2.7,38
882.5,64.42,461.0015,-112,9.999747,0,3,0,0,-2.7,49
1409,41.19,2688,-140,9.999747,0,3,0,0,4.8,49
898,66.91,423.5,-168,9.999747,0,3,0,0,-0.6,38
905,67.24,0,-140,9.999747,0,3,0,0,-4.8,49
1142,70.71,2383.5,-168,9.999747,0,3,0,0,2.3,38
1201.5,73.61,2579.5,-168,9.999747,0,3,0,0,0.8,38
1112,47.37,2019.5,-140,9.999747,0,3,0,0,1.7,49
1470,51.25,2663.5,-140,9.999747,0,3,0,0,1.7,49
1147,41.16,2632,-112,9.999747,0,3,0,0,4.2,49
1156,71.62,1429.648,-168,9.999747,0,3,0,0,1.3,38
1208,61.49,1384.556,-139.1767,9.999747,0,3,0,0,-2.7,49
877,65.73,1039.5,-140,9.999747,0,3,0,0,0.4,38
1135,70.25,2355.5,-168,9.999747,0,3,0,0,2.5,38
1068,65.87,1207.5,-168,9.999747,0,3,0,0,0.668219185,38
1300.5,38.31,2632,-140,9.999747,0,3,0,0,4.8,49
1185,73.19,339.5,-196,9.999747,0,3,0,0,-1.3,38
1157.5,71.61,1683.5,-168,9.999747,0,3,0,0,1.5,38
894,66.41,535.5,-168,9.999747,0,3,0,0,-0.6,38
906,67.41,2297.695,-140,9.999747,0,3,0,0,0.6,38
908,67.62,1291.5,-140,9.999747,0,3,0,0,0.4,38
903.5,67.42,1739.5,-140,9.999747,0,3,0,0,0.6,38
1195.5,52.25,2411.5,-140,9.999747,0,3,0,0,4.6,49
916.5,68.59,1543.5,-140,9.999747,0,3,0,0,0.6,38
1240.5,76.85,0,-196,9.999747,0,3,0,0,-0.993553616,38
1157,71.58,1739.5,-168,9.999747,0,3,0,0,1.5,38
882,65.84,311.5,-168,9.999747,0,3,0,0,-0.8,38
890.5,66.03,899.5,-140,9.999747,0,3,0,0,-0.6,38
1237,76.74,0,-196,9.999747,0,3,0,0,-0.6,38
1150.5,71.34,1823.061,-168,9.999747,0,3,0,0,1.9,38
1159.5,71.65,2187.5,-168,9.999747,0,3,0,0,1.7,38
982.5,51.39,1687.989,-112,9.999747,0,3,0,0,1.7,49
1182.5,50.66,2632,-122.3231,9.999747,0,3,0,0,3.8,49
1145,84.88,0,-168,9.999747,0,3,0,0,-4,49
1100,68.36,0,-196,9.999747,0,3,0,0,-0.6,38
1161.5,71.65,2215.5,-168,9.999747,0,3,0,0,1.7,38
901,67.38,2072,-140,9.999747,0,3,0,0,1.3,38
1142.5,40.99,2632,-112,9.999747,0,3,0,0,4.2,49
1173,72.47,1851.5,-168,9.999747,0,3,0,0,1,38
1005,62.09,2064.634,-168,9.999747,0,3,0,0,2.7,38
853.5,64.26,2214.457,-140,9.999747,0,3,0,0,1.5,38
1153,71.26,2215.228,-168,9.999747,0,3,0,0,1.9,38
1370,48.7,2467.5,-140,9.999747,0,3,0,0,4.2,49
982,51.19,2467.5,-112,9.999747,0,3,0,0,2.9,49
916.5,68.18,1543.5,-140,9.999747,0,3,0,0,0.6,38
916.5,68.32,1571.5,-140,9.999747,0,3,0,0,0.6,38
933,69.66,1459.5,-168,9.999747,0,3,0,0,0.4,38
1255,52.48,2632,-140,9.999747,0,3,0,0,1.7,49
894.5,67.04,1291.5,-168,9.999747,0,3,0,0,0.4,38
1252,43.98,2632,-140,9.999747,0,3,0,0,4.2,49
1259,53.68,2632,-140,9.999747,0,3,0,0,2.3,49
834,61.26,0,-112,9.999747,0,3,0,0,-2.7,49
900,66.75,1207.5,-140,9.999747,0,3,0,0,-0.2,38
966,72.55,0,-168,9.999747,0,3,0,0,-0.4,38
1050,53.68,358.6174,-140,9.999747,0,3,0,0,-2.1,49
1172,72.91,563.5,-196,9.999747,0,3,0,0,0.2,38
1265.5,44.71,2632,-140,9.999747,0,3,0,0,4.8,49
1143,40.88,2632,-112,9.999747,0,3,0,0,4.2,49
1161.5,71.86,1683.5,-168,9.999747,0,3,0,0,1.7,38
1158,71.68,2068.551,-168,9.999747,0,3,0,0,1.278078941,38
874,65.59,1158.026,-140,9.999747,0,3,0,0,0.4,38
1344,82.74,0,-224,9.999747,0,3,0,0,-2.7,38
913.5,67.8,1767.5,-140,9.999747,0,3,0,0,0.6,38
1149.5,41.23,2632,-112,9.999747,0,3,0,0,4.2,49
911.5,68.15,1571.5,-140,9.999747,0,3,0,0,0.6,38
1086.5,55.74,2607.5,-168,9.999747,0,3,0,0,1.7,38
984.5,51.08,2580.945,-112,9.999747,0,3,0,0,2.9,49
1300,54.25,2632,-140,9.999747,0,3,0,0,-0.6,49
924.5,68.97,655.2841,-168,9.999747,0,3,0,0,-1,38
1257,77.79,0,-196,9.999747,0,3,0,0,-2.7,38
1153.5,71.24,1739.5,-168,9.999747,0,3,0,0,1.7,38
1105.5,47.68,2635.5,-112,9.999747,0,3,0,0,4,49
1135.5,58.37,2556.509,-140,9.999747,0,3,0,0,-1.7,49
1190,73.48,3.5,-196,9.999747,0,3,0,0,-1.9,38
901.5,67.04,2436,-140,9.999747,0,3,0,0,1,38
933.5,69.68,1459.5,-168,9.999747,0,3,0,0,0.4,38
1151.5,71.1,2159.5,-168,9.999747,0,3,0,0,1.7,38
1115.5,48.67,2634.632,-140,9.999747,0,3,0,0,4,49
927.5,69.69,758.2493,-168,9.999747,0,3,0,0,0.4,38
1046,54.25,1375.5,-140,9.999747,0,3,0,0,1.3,49
1372.5,84.55,0,-224,9.999747,0,3,0,0,-2.7,38
1105.5,56.42,0,-168,9.999747,0,3,0,0,-2.7,49
1277.5,78.44,0,-196,9.999747,0,3,0,0,-2.7,38
1311.5,80.97,0,-196,9.999747,0,3,0,0,-2.9,38
1147.5,71.14,1879.5,-168,9.999747,0,3,0,0,1.9,38
1134.5,48.7,2632,-112,9.999747,0,3,0,0,3.8,49
1165.5,71.93,1683.5,-168,9.999747,0,3,0,0,1.5,38
895,66.89,955.5,-168,9.999747,0,3,0,0,-0.2,38
1156,71.56,1767.5,-168,9.999747,0,3,0,0,1.5,38
1348.5,82.88,0,-224,9.999747,0,3,0,0,-2.7,38
1232,76.05,0,-196,9.999747,0,3,0,0,-1.9,38
1091,56.16,2271.5,-168,9.999747,0,3,0,0,2.3,38
1156,71.45,2159.5,-168,9.999747,0,3,0,0,1.7,38
995.5,52.02,1892.839,-126.6607,9.999747,0,3,0,0,0.6,49
1216.5,75.19,0,-196,9.999747,0,3,0,0,-1.9,38
979.5,71.71,0,-140,9.999747,0,3,0,0,-2.7,49
1215.5,74.84,1799.792,-196,9.999747,0,3,0,0,0.4,38
1290,67.44,0,-171.9769,9.999747,0,3,0,0,-3.8,49
1154,71.41,2215.5,-168,9.999747,0,3,0,0,1.7,38
1320,81.46,0,-196,9.999747,0,3,0,0,-2.7,38
1150.5,71.36,2103.585,-168,9.999747,0,3,0,0,1.9,38
930.5,69.08,2032.366,-147.567,9.999747,0,3,0,0,0.2,38
1205,74.38,0,-196,9.999747,0,3,0,0,-1.9,38
1259.5,77.82,0,-196,9.999747,0,3,0,0,-3.1,38
878,65.47,1907.5,-140,9.999747,0,3,0,0,1,38
1191,60.69,2579.5,-168,9.999747,0,3,0,0,-0.2,38
1136,70.23,2327.5,-168,9.999747,0,3,0,0,2.5,38
1146.5,40.84,2632,-112,9.999747,0,3,0,0,4.8,49
1383,85.12,0,-224,9.999747,0,3,0,0,-2.7,38
1072.5,48.6,1458.929,-140,9.999747,0,3,0,0,3.1,49
1157,71.56,1711.5,-168,9.999747,0,3,0,0,1.5,38
1157.5,71.5,1739.5,-168,9.999747,0,3,0,0,1.5,38
903,67.25,2438.56,-140,9.999747,0,3,0,0,1,38
1101.5,56.9,2215.5,-168,9.999747,0,3,0,0,2.3,38
931,69.18,1627.5,-168,9.999747,0,3,0,0,0.4,38
1168,60.2,2579.5,-168,9.999747,0,3,0,0,2.7,38
907,67.59,1039.5,-168,9.999747,0,3,0,0,-0.2,38
1020,53.25,1599.5,-116.2819,9.999747,0,3,0,0,1.7,49
1198.5,74.11,913.2098,-196,9.999747,0,3,0,0,-0.4,38
1379.5,70.69,2082.69,-196,9.999747,0,3,0,0,0.4,38
1610,69.66,423.5,-224,9.999747,0,3,0,0,1.3,38
922.5,68.84,1403.5,-140,9.999747,0,3,0,0,0.4,38
1206.5,62.37,2579.5,-168,9.999747,0,3,0,0,3.6,38
505.5,70.27,161.9904,-84,9.999747,0,3,0,0,-0.8,49
1246,76.51,0,-196,9.999747,0,3,0,0,-2.7,38
1307.5,80.67,0,-196,9.999747,0,3,0,0,-2.9,38
1497.5,43.9,2352,-168,9.999747,0,3,0,0,4.8,49
1012.5,53.06,1398.195,-140,9.999747,0,3,0,0,0.6,49
1212.5,62.75,2579.5,-168,9.999747,0,3,0,0,3.4,38
904.5,67.65,1148.833,-168,9.999747,0,3,0,0,0.6,38
907.5,67.62,1263.5,-140,9.999747,0,3,0,0,0,38
934.5,69.72,1500.386,-168,9.999747,0,3,0,0,-0.4,38
1267.5,44.86,2632,-140,9.999747,0,3,0,0,4.8,49
1172.5,72.69,589.4415,-196,9.999747,0,3,0,0,0.2,38
1093.5,56.92,759.5,-140,9.999747,0,3,0,0,0.2,49
1271.5,54.24,1733.361,-140,9.999747,0,3,0,0,1.9,49
1136.5,70.53,2159.5,-168,9.999747,0,3,0,0,2.5,38
1156,71.59,1095.5,-196,9.999747,0,3,0,0,0.6,38
904,67.54,2243.154,-140,9.999747,0,3,0,0,0.6,38
